chunk_id,source_file,start_page,end_page,heading,chunk_index,word_count,text
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p4-4::s0009::special-population-infants-and-children::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,4,4,Special population: Infants and children,1,174,"Special population: Infants and children • Dengue commonly presents as an undifferentiated febrile illness or febrile exanthem in infants and children. [14] Younger children and infants are less able to report typical dengue symptoms of headache, myalgia and retroorbital pain. Warning signs of vomiting and abdominal pain may be misconstrued as presenting features of other common illnesses in childhood, such as gastroenteritis. As such, a high index of suspicion for evolving signs and symptoms of dengue infection is crucial, especially in the presence of epidemiological risk factors or during periods of high local disease incidence. • Respiratory tract symptoms, nausea/vomiting, petechial rash, hepatomegaly and splenomegaly are more common in infants and in young children with dengue, compared to older children with dengue. Neurological manifestations such as seizures, are also more common in infants with dengue. [15,16,17] • Leucopenia, thrombocytopenia, haemoconcentration and raised transaminases also occur in children, although these are often less pronounced than in adults. [18] However, up to half of infants with dengue can have platelet counts below 80 x 10⁹/L. [15]"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p5-5::s0010::possible-differential-diagnosis::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,5,5,POSSIBLE DIFFERENTIAL DIAGNOSIS,1,156,"POSSIBLE DIFFERENTIAL DIAGNOSIS As symptomatic dengue infection generally presents as an acute febrile illness, several infectious and non-infectious differential diagnoses need to be considered. It is important to obtain an accurate travel history to guide the determination of plausible differential diagnoses. Co-infections with dengue may also occur. Table 1 below summarises a non-exhaustive list of infectious differential diagnoses. Non-infective ones to consider include immune thrombocytopenia, acute leukaemia, haemophagocytic lymphohistiocytosis. Specific to the paediatric population, considerations should also include Kawasaki disease and multisystem inflammatory syndrome in children. Given endemicity of dengue in Singapore, patients may also present with more than one illness. Outside of special populations as described earlier, symptoms, signs and laboratory features should be fully consistent with dengue. Laboratory features consistent with dengue infection: • Full blood count – Leucopenia, thrombocytopenia ● In the first few days of dengue fever, thrombocytopenia may not be apparent • Liver function test if performed – AST > ALT"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p5-6::s0011::table-1-possible-differentials::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,5,6,Table 1. Possible differentials,1,209,"Table 1. Possible differentials | Infectious conditions | Possible distinguishing features | Helpful diagnostic tests | |--------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------|--------------------------------------------------| | Chikungunya | Joint pain and joint swelling | PCR and/or serology | | Zika | Conjunctivitis | PCR | | Viral hepatitis | Generally, ALT > AST in acute viral hepatitis (unlike dengue illness wherein AST > ALT) | PCR and/or serology | | Acute human immunodeficiency virus (HIV) seroconversion | Lymphadenopathy, relevant sexual history | HIV antigen-antibody test | | Influenza/COVID-19/Other respiratory viruses | Predominance of URTI symptoms | PCR, rapid antigen testing | | Other viral haemorrhagic fevers e.g. Ebola virus disease, etc. | Relevant travel history | PCR | | Measles | Koplik spots in first few days of illness, non-itchy rash, incomplete vaccination (receipt of <2 doses of measles vaccine) | PCR and/or Serology | | Bacterial infections e.g. bacteraemias/enteric fever | Elevated neutrophil and other inflammatory markers | Blood cultures | | Rickettsial | Epidemiological exposure, eschar | Serology | | Leptospirosis | Conjunctival suffusion, may see elevated bilirubin out of proportion with level of transaminases | PCR and/or Serology | | Malaria | Relevant travel history | Blood film for malaria parasites, PCR | NATURAL COURSE OF DENGUE ILLNESS AND INTERPRETATION OF DENGUE DIAGNOSTIC TESTS"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p6-7::s0014::recommendation-3::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,6,7,Recommendation 3,1,270,"Recommendation 3 Dengue is a notifiable disease and should be reported by medical practitioners to the Communicable Diseases Agency using the appropriate platform when suspected and when confirmed through point-of-care tests. Development of dengue haemorrhagic fever requires re-notification within 24 hours from time of diagnosis. There are 3 phases in dengue illness: febrile, critical and recovery. Interpretation of dengue diagnostic test results depends on which time point the test is performed. Dengue diagnostic test results should be correlated clinically with the expected timing of detection of the dengue NS1 antigen, IgM and IgG. In primary infection, IgM antibodies are detectable in 50% in the first 3–5 days of illness and IgG antibodies at the end of the first week. In secondary infection, IgG antibodies may be detected earlier. False positives may occur due to antigenic or serological cross-reactivity, [20–23] or non-specific IgM reactivity. Table 2. Natural course of dengue illness and dengue diagnostic methods [1] Phase of illness Febrile (2–7 days) | Critical (24–48 hours) | Recovery Pre-symptomatic | Symptom onset | Occurs towards end of febrile phase Temperature 40°C Anticipated laboratory changes in haematocrit and platelet Platelet Hematocrit Diagnostic tests that can be used NS1 detection Virus isolation RNA detection Viraemia Optical Density IgM primary IgM secondary Optical Density IgG secondary IgG primary DENGUE CASE MANAGEMENT AND RIGHT SITING OF CARE Phase of illness ------------------------------------------ | | | | Febrile (2–7 days) | Critical (24–48 hours) | Recovery ------------------------------------------ Symptom onset Occurs towards end of febrile phase Potential complications • Dehydration • Plasma leakage leading to shock • Occult and overt bleeding • End organ impairment • Fluid overload"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p7-8::s0015::overall-recommendations::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,7,8,Overall recommendations,1,330,"Overall recommendations ✔ Upon suspicion of dengue infection, counsel the following: ░ Possible / confirmed diagnosis of dengue and importance of follow-up ░ Dengue warning signs to empower patients with knowledge on when to return to medical care earlier ░ Disease trajectory of dengue ✔ Assess for high risk patient features that may influence right siting of carea ✔ A full blood count (FBC) should be performed at the first opportunity when dengue is diagnosed or suspected. This may be normal in early disease and can serve as a baseline. HCT should then be monitored regularly and closely for haemoconcentration until patient is in recovery. ✘ Avoid nonsteroidal anti-inflammatory drugs (NSAIDs) and intramuscular injections ✔ Consider use of paracetamol for fever and pain relief if liver dysfunction is not suspected. Alternatively, use tepid sponging for fever and low dose tramadol for pain. ✔ Encourage oral hydrationb ✔ Monitor urine outputc ✔ If available, consider patients’ previous BP trends and FBC to contextualize current BP and haematological findings • ~10% of patients may progress into critical phase even with ongoing fever • Saddleback fever may occur [Page number: 7] Phase of illness Febrile (2–7 days) | Critical (24–48 hours) | Recovery Symptom onset | Occurs towards end of febrile phase Recommendations specific to Outpatient care ✓ Outpatient management is suitable for patients who fulfil the following: Able to adhere to outpatient monitoring AND Dengue without warning signs AND Able to maintain adequate oral intake and adequate urine output^c^ Clinical assessment ✓ Regular^e^ review till patient is in recovery phase whilst monitoring for the following: - Phase of illness, presence of complications and warning signs - Vital signs (including postural hypotension and relative hypotension if clinically indicated) - Urine output^c^ Laboratory assessment ✓ Regular^e^ FBC to monitor HCT trend and platelet trend until patient is in recovery phase Recommendations specific to Inpatient care ✓ Inpatient management is recommended for patients with: Dengue with warning signs OR Severe dengue OR High-risk patient features^a^"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p8-8::s0016::clinical-assessment::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,8,8,Clinical assessment,1,171,"Clinical assessment - Regular vital signs monitoring e.g. Q4H - Postural blood pressure (BP) should be monitored - Strict input/output charting including urinary volumes - Monitor for defervescence, warning signs including mental assessment, peripheral^e^ and central perfusion, and end organ function ■ More intense vital signs monitoring e.g. Q1–2H may be required ■ Strict input/output charting with Q4–6H assessment of urinary volume ■ Monitor for warning signs including mental assessment, peripheral^e^ and central perfusion, and end organ function, and bleeding ■ Suspect and evaluate for metabolic acidosis as clinically indicated especially for patients who are tachypnoeic or breathless despite good oxygen saturations on room air ■ Where available, point-of-care ultrasound offers a valuable addition to traditional clinical evaluation ■ Close monitoring should last 24–48 hours minimally until patient has entered into recovery phase ■ Frequency of vital signs monitoring can be decreased as clinically appropriate If fever persists / re-occurs during recovery phase, evaluate for other causes; e.g. severe dengue hepatitis, severe transaminitis, secondary bacterial infections, haemorrhagic manifestations or haemophagocytic lymphohistiocytosis"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p8-9::s0017::laboratory-assessment::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,8,9,Laboratory assessment,1,148,"Laboratory assessment - Regular^e^ FBC to monitor HCT trend and platelet trend - Blood glucose levels, electrolytes, liver transaminases, coagulation panel, and other tests should be performed as clinically indicated e.g. if patient has diabetes, gastrointestinal losses, or poor oral intake etc. ■ More frequent FBC monitoring may be required (Q6–12H and before and after fluid replacement) to monitor HCT trend and haemoglobin (Hb) trend especially in patients with active plasma leakage or suspected bleeding ■ Blood glucose levels, electrolytes, liver transaminases, coagulation panel should be performed as clinically indicated e.g. if patient has diabetes, gastrointestinal losses or poor oral intake etc ■ Ensure HCT is stable before cessation of fluid replacement ■ Reactive thrombocytosis generally appear before platelet trend improves 8 Phase of illness Febrile (2–7 days) | Critical (24–48 hours) | Recovery Symptom onset | Occurs towards end of febrile phase Recommendations specific to Inpatient care"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p9-9::s0018::fluid-management::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,9,9,Fluid management,1,165,"Fluid management • Oral fluids* are encouraged. If unable to tolerate oral fluids, consider balanced intravenous (IV) crystalloids (e.g. Hartman’s solution, Ringer’s lactate, Plasma-lyte, 0.9% NaCl) [24] at maintenance rate# and reassess a few hours later with aim to stop IV fluids if able to tolerate orally • IV fluid resuscitation should be initiated in the presence of warning signs, compensated shock or decompensated shock* • IV fluid resuscitation is usually required only for 24–48 hours as this is the time period when plasma leakage occurs • Regular reassessment of the patient is key, including reassessment of HCT to guide fluid resuscitation rates • Early consideration of vasopressors is warranted should there be inadequate response to appropriate fluid resuscitation • Rate of IV fluids should be reduced gradually as plasma leakage improves and this is indicated by improving urine output and decreasing HCT in a stable patient ▶ Refer to section “Dengue: Fluid management for hospitalised patients” for IV fluid resuscitation algorithms and more details"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p9-10::s0019::transfusion-of-blood-and-blood-products::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,9,10,Transfusion of blood and blood products,1,139,"Transfusion of blood and blood products • If the patient fails to respond adequately to appropriate fluid resuscitation, with concomitant falling HCT, consider occult bleeding in the absence of overt clinical bleeding. Transfuse red blood cells and correct coagulopathy accordingly. • Red blood cell transfusion should be considered if overt/occult bleeding is suspected in shock regardless of haemoglobin level. • Coagulation factor replacement (e.g. fresh frozen plasma, cryoprecipitate) should be given before invasive procedures or if overt/occult bleeding is suspected • Platelet transfusion for thrombocytopenia should only be given before invasive procedures or if clinically significant bleeding is present ▶ Refer to section “Dengue: Blood product use in hospitalised patients” for more details Phase of illness Febrile (2–7 days) | Critical (24–48 hours) | Recovery Symptom onset | Occurs towards end of febrile phase Recommendations specific to Inpatient care"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p10-11::s0020::others::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,10,11,Others,1,700,"Others - All patients presenting with severe dengue and/or hypotension should be considered for prompt referral to the intensive care unit (ICU) or high dependency unit (HDU) for further evaluation and support - If bacterial co-infection is suspected, take blood cultures and commence empirical antibiotics as clinically indicated Criteria for Discharge: - Good general condition, stable vital signs, improving appetite - Stable HCT without need for IV fluids - Improving organ dysfunction if any - Increasing platelet count Follow-up: - Repeat FBC or liver transaminases outpatient until resolution of abnormalities - Liver transaminases abnormalities are generally expected to resolve 2–4 weeks after illness a Examples of high-risk features include pregnancy, presence of co-morbidities, obesity (BMI >30), age <1 year of age or >65 years and above, social factors e.g. at risk of defaulting close outpatient reviews or lack of support. This list is non-exhaustive and any patient whose medical background may exacerbate the expected pathophysiological changes in dengue, or whose underlying condition may deteriorate due to dengue infection should be considered as high-risk, requiring inpatient management. b Small frequent oral fluids should be prescribed for those with anorexia, nausea and vomiting. A variety of fluids are acceptable e.g. such as oral rehydration solution, fruit juices and soup, avoiding drinks with high sugar content (>5% sugar) as they may exacerbate hyperglycaemia from the physiological stress or those with underlying diabetes mellitus. c For a person with normal renal function, oral intake is deemed adequate if there is good volume of urinary output at least 4–6x/day, once every 6 hours d A local study has shown that the time window from development of warning signs to progression to severe disease is the day before or same day in ~68% of dengue patients. As such the frequency of review should be based on clinical judgment and understanding of the disease progression. [25] * Use ideal body weight (IBW) to calculate fluid requirements for overweight / obese adults: • Male: 50.0 kg + 0.91(height–152.4) cm • Female: 45.5 kg + 0.91(height–152.4) cm Height (cm) | Estimated IBW for adult men (kg) | Estimated IBW for adult women (kg) 150 | 50 | 45.5 160 | 57 | 52 170 | 66 | 61.5 180 | 75 | 70 f Use Holliday-Segar formula to calculate daily fluid maintenance requirement in children: • 4 mL/kg per hour for the first 10 kg of body weight • 2 mL/kg per hour for the next 10 kg of body weight • 1 mL/kg per hour for each kilogram of additional body weight IBW (kg) | 5 | 10 | 15 | 20 | 25 | 30 | 35 | 40 | 50 | 60 | 70 | 80 Maintenance (mL/hour) | 20 | 40 | 50 | 60 | 65 | 70 | 75 | 80 | 90 | 100 | 110 | 120 10 ◊ Features of compensated and decompensated shock: Parameters | Stable | Compensated shock | Decompensated shock --- | --- | --- | --- Urine output (UO) | – | New onset decrease in urine output <0.5mL/kg/hr for adults or <1mL/kg/hr for children | – Conscious level | Clear and lucid | Clear and lucid | Change (restless, combative etc) Capillary refill time (CRT)† | ≤3 seconds for adults ≤2 seconds for children | Prolonged | Very prolonged, mottling of skin Extremities | Warm and pink | Cold | Cold and clammy Peripheral pulse volume | Normal | Weak and thready | Feeble or absent Heart rate | Normal for age | Tachycardic? | Tachycardic to bradycardic | | Normal systolic with rising diastolic‡ | Blood pressure | Normal for age | Narrowing of pulse pressure (systolic BP - diastolic BP) ≤20 mmHg (consider 25mmHg for pregnant adults)‡ | Hypotension | | Adults: Reduction in SBP of >40mmHg from baseline†§ | | | Adults: New onset postural BP drop of 20 mmHg (systolic) or 10 mmHg (diastolic), for patients not known to have pre-existing postural hypotension | Respiration rate | Normal for age | Tachypnoea | Tachypnoea to Kussmaul’s breathing Full blood count | – | Increase in haematocrit ≥20% compared with baseline values | – † How to measure capillary refill time: i."
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p10-11::s0020::others::c2,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,10,11,Others,2,233,"| Blood pressure | Normal for age | Narrowing of pulse pressure (systolic BP - diastolic BP) ≤20 mmHg (consider 25mmHg for pregnant adults)‡ | Hypotension | | Adults: Reduction in SBP of >40mmHg from baseline†§ | | | Adults: New onset postural BP drop of 20 mmHg (systolic) or 10 mmHg (diastolic), for patients not known to have pre-existing postural hypotension | Respiration rate | Normal for age | Tachypnoea | Tachypnoea to Kussmaul’s breathing Full blood count | – | Increase in haematocrit ≥20% compared with baseline values | – † How to measure capillary refill time: i. Place the patient in a semi-recumbent position. ii. Firmly press on the ventral surface of the finger’s distal phalanx until the skin blanches, holding for 10 seconds. iii. Release the pressure and use a timer or stopwatch to count the seconds it takes for the skin colour to return to normal. iv. A return time of 3 seconds or less is considered normal for adults, and 2 seconds or less is considered normal for children ‡ Refer to Table 4 for range of normal vital signs for children according to age. § Narrowing of pulse pressure is an early sign in children but can be a late sign in adults. † In children, hypotension is late sign of shock. n Colloids may be preferred for fluid resuscitation in patients with dengue shock [26,27]"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p12-12::s0021::special-population-elderly::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,12,12,Special population: Elderly,1,279,"Special population: Elderly - As polypharmacy is common in the elderly, frequent medication chart review to assess potential risks and benefits of continuing certain medications (e.g., anti-hypertensives, diuretics, anti-platelet agents, anticoagulation, non-steroidal anti-inflammatory drugs) during the febrile and critical phases is essential. [28, 29] - Elderly patients are at higher risks of fluid overload from overzealous fluid therapy, especially with pre-existing cardiac/renal/liver disease. Fluid administration rates should be adjusted based on hydration status and urine output, with prompt discontinuation of IV fluids once in recovery phase. Special population: Pregnant Individuals - The indication to hospitalise pregnant patients with dengue is no different from that in other patient populations. Where possible, pregnant patients requiring inpatient care should be admitted to institutions with obstetrics support. The diagnosis of dengue should be made known to the patient’s obstetrician, so that care may be taken during follow-up to monitor for known complications of dengue in pregnancy, such as low birth weight. - Patients with high-risk pregnancies should be managed together with the patient’s obstetrician until the patient enters the recovery phase. - Patients should be reviewed for warning signs of dengue, which should not be dismissed as symptoms related to pregnancy. [15] - There must be heightened vigilance for signs of intravascular fluid depletion and blood loss, as these may be masked by physiologic changes of pregnancy. It is important to review patient’s vital signs, signs and symptoms in the context of these changes and the trimester of pregnancy she is in. A narrow pulse pressure of 25mmHg (rather than 20mmHg as in the general population), should be considered a threshold for intravenous fluid replacement [15], particularly in the first and second trimesters."
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p12-12::s0022::table-3-expected-changes-in-pregnancy::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,12,12,Table 3. Expected changes in pregnancy,1,333,"Table 3. Expected changes in pregnancy | | 1st trimester Preconception to 12 weeks | 2nd trimester 13 to 26 weeks | 3rd trimester 27 to 40 weeks | |--------------------------------------|-----------------------------------------|-----------------------------|------------------------------| | **Cardiovascular** | Widened pulse pressure | Widened pulse pressure | BP and HR increases | | | | Increase in plasma volume | Peak in plasma volume at 34 weeks, then decreases | | **Haematological** | Leucocytosis, although lymphocyte count may decrease | Leucocytosis | Leucocytosis | | | Fall in haemoglobin (and haematocrit) due to rise in plasma volume | Increased platelet count | Decrease in platelet counts | | | | Decreased erythrocyte count | Increased erythrocyte count | | | | Increased hypercoagulability| | | **Respiratory** | Increased minute ventilation and tidal volume | Compensated respiratory alkalosis | Compensated respiratory alkalosis | | | | Increased oxygen consumption | Increased oxygen consumption | | | | (more susceptible to acute pulmonary oedema and hypoxia) | (more susceptible to acute pulmonary oedema and hypoxia) | | **Thermoregulatory** | Slight increase in body temperature | Slight decrease in body temperature | Body temperature ranges between 35.3–37.3°C | | **Impact on diagnosis** | May not present with leucopenia | May not present with leucopenia, thrombocytopenia nor fever | May not present with fever | | **Impact on management** | IV fluids may need to be initiated earlier | IV fluid replacement may need to be initiated earlier | Heightened vigilance for intravascular volume depletion and blood loss when there is a drop in blood pressure from baseline, even if it does not fulfil the cut-off of systolic BP <90mmHg | | | • Threshold of narrowed pulse pressure is 25mmHg, instead of 20mmHg | • The threshold of narrowed pulse pressure is 25mmHg, instead of 20mmHg | | | | • The rise in haematocrit is not as apparent, due to lower baseline haematocrit | • The rise in haematocrit is not as apparent, due to lower baseline haematocrit | | 12"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p13-13::s0023::special-population-infants-and-children::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,13,13,Special population: Infants and children,1,209,"Special population: Infants and children • Infants have higher risk for severe dengue and are at high risk of mortality compared to older children. [15] • Infants born to women who are not dengue naive at time of pregnancy are especially at risk due to placental transfer of dengue antibodies. This risk for antibody dependent enhancement to occur is highest at 2 months after birth. [15] • Thus, clinicians should be vigilant in reviewing infants and children for warning signs, which may mimic symptoms of other common childhood illnesses, such as gastroenteritis. • Clinicians should take note of age-specific references for vital parameters and laboratory values in children (refer to tables below). When measuring BP, appropriately-size blood pressure cuffs should be used. [30] Table 4. Normal HR, respiratory rate and Systolic BP by Age | Age | Heart Rate (beats/min) | Respiratory Rate (breaths/min) | Systolic Blood Pressure (mmHg) | |-------------------------------|------------------------|--------------------------------|-------------------------------| | Neonate | 120–180 | 40–60 | 60–80 | | Infant (1 mth to 1 yr) | 110–160 | 30–40 | 70–90 | | Toddler (1–2 yr) | 100–150 | 25–35 | 80–95 | | Young child (2–7 yr) | 95–140 | 25–30 | 90–110 | | Older child (7–12 yr) | 80–120 | 20–25 | 100–120 |"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p17-17::s0026::recommendations-for-adults-with-overt-occult-bleeding::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,17,17,Recommendations for adults with overt/occult bleeding,1,132,"Recommendations for adults with overt/occult bleeding 1) For a patient with circulatory shock and falling haemotocrit trend, clinicians should look for internal and external haemorrhage. Consider red blood cell transfusion if bleeding is present, regardless of Hb levels. 2) For a patient with active bleeding, to replace estimated blood loss as Hb measurements may not be accurate in the acute phase. 3) If a patient is on an anti-coagulant and bleeds, stop the anticoagulant. Consider giving vitamin K, fresh frozen plasma, prothrombin complex concentrate, or a specific reversal agent (consult a haematologist if required). Guidance for children General considerations for blood product transfusions are similar in children. Clinical judgement is required to determine Hb target for those children who have a background of stable iron deficiency anaemia who have lower baseline Hb."
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p17-17::s0027::haematocrit-ranges-according-to-age::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,17,17,Haematocrit ranges according to age,1,224,"Haematocrit ranges according to age | From Age | To Age | Min HCT | Max HCT | |-------------|-----------|---------|---------| | 0 min | 3 days | 45% | 76% | | 3 days | 1 mth | 45% | 67% | | 1 mth | 3 mths | 33% | 53% | | 3 mths | 1 yr | 30% | 40% | | 1 yr | 2 yrs | 30% | 38% | | 2 yrs | 7 yrs | 32.6% | 41.1% | | 7 yrs | 12 yrs | 34.5% | 42.2% | Volume of packed cells required (mL) = change in Hb desired (g/dL) x weight (kg) x 3.5 (4mL/kg of packed cells expected to increase Hb by 1g/dL in absence of ongoing bleeding) ----------------------------------------------------------------------------------------------------------------------------------- Coagulation factors (fresh frozen plasma/cryoprecipitate) Recommendations for prophylactic and pre-procedure blood product use in adults 1) Fresh frozen plasma or cryoprecipitate should not be administered in the absence of bleeding and/or invasive procedures. 2) For patients with coagulopathy undergoing an invasive procedure (e.g., central line insertion): consult the proceduralist. Note that standard coagulation tests are poorly predictive of bleeding risk prior to invasive procedures. 3) Fresh frozen plasma may be considered prophylactically before a major procedure or surgery. The appropriate dose of plasma depends on the clinical indication and is typically 12 to 15 mL/kg."
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p17-17::s0028::recommendations-for-adults-with-overt-occult-bleeding::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,17,17,Recommendations for adults with overt/occult bleeding,1,247,"Recommendations for adults with overt/occult bleeding 1) With regards to bleeding in the setting of anticoagulation use, a haematologist should be consulted for reversal options. 2) Fresh frozen plasma may be considered therapeutically when there is severe bleeding. The appropriate dose depends on the clinical indication and is typically 12 to 15 mL/kg. 3) Cryoprecipitate can be considered for treatment of patients with acquired hypofibrinogenaemia (fibrinogen level <1.0 g/L) who are clinically bleeding or who have planned interventions associated with high bleeding risks. 4) In the setting of massive blood loss or major haemorrhage, a higher fibrinogen threshold of <1.5 g/L may be used. 10 units of cryoprecipitate (or 2 units of pre-pooled cryoprecipitate) will increase fibrinogen in an average-sized adult by approximately 1 g/L, with repeat doses guided by fibrinogen levels. 5) Local or surgical arrest of the bleed and use of tranexamic acid may be considered. Guidance for children General considerations for coagulation factors are similar in children. Cryoprecipitate: 5 mL/kg or 1u/4kg body weight ----------------------------------------------------------------------------------------------------------------------------------- Platelets Platelet counts are a continuous variable and wide variations can fluctuate rapidly in patients with dengue haemorrhagic shock Recommendations for prophylactic and pre-procedure blood product use in adults 1) No bleeding and no procedures/surgeries: no requirement for prophylactic transfusion regardless of platelet level. 2) For patients undergoing insertion of central venous catheter: prophylactic platelet transfusion if platelet level is less than 20 x 10⁹/L. 3) For patients undergoing other procedures/surgeries: consult proceduralist on preferred platelet threshold for transfusion."
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p17-17::s0029::recommendations-for-adults-with-overt-occult-bleeding::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,17,17,Recommendations for adults with overt/occult bleeding,1,144,"Recommendations for adults with overt/occult bleeding 1) If a patient is on anti-platelet agents and bleeds, stop the antiplatelet drug. Consider platelet transfusion. 2) Oro/nasopharyngeal bleeding or epistaxis <30min or self-resolving: No recommendations for platelet transfusion. Use local compression and adjunct methods to mitigate bleed. 3) Bleeding in GI tract, GU tract, respiratory tract, body cavity, muscle or soft tissue, which does not require red cell transfusion: Keep platelet level above 30 x 10⁹/L 4) Bleeding in GI tract, GU tract, respiratory tract, body cavity, muscle or soft tissue, which requires red cell transfusion: Keep platelet level above 50 x 10⁹/L 5) Bleeding involving polytrauma, eye or brain: Keep platelet level above 100 x 10⁹/L Guidance for children General considerations for platelets are similar in children. Platelets: 10‒15 mL/kg, 1 unit Cold-Stored Platelets (CSP) or 4 units of platelets in adult-sized adolescents ----------------------------------------------------------------------------------------------------------------------------------- 17"
Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf::p20-20::s0032::prepare-prevent-protect::c1,Singapore National Dengue Clinical Guideline (Mar 2026) [PDF].pdf,20,20,Prepare • Prevent • Protect,1,58,"Prepare • Prevent • Protect National Environment Agency Singapore: Towards Cleaner, Greener Singapore General Hospital SingHealth Changi General Hospital SingHealth Sengkang General Hospital SingHealth KK Women’s and Children’s Hospital SingHealth National University Hospital A member of the NUHS Ng Teng Fong General Hospital A member of the NUHS Khoo Teck Puat Hospital NHG Health Woodlands Hospital NHG Health"
Singapore Osteoporosis diagnosis and management (Aug 2025).pdf::p2-3::s0002::t-score-1-0-t-score-1-0-and-2-5-t-score-2-5::c1,Singapore Osteoporosis diagnosis and management (Aug 2025).pdf,2,3,T-score ≥-1.0 T-score < -1.0 and > -2.5 T-score ≤-2.5,1,308,"T-score ≥-1.0 T-score < -1.0 and > -2.5 T-score ≤-2.5 No treatment Treatment decisions should be guided by overall fracture risk. Exercise clinical judgement on treatment initiation by considering: • Clinical risk factors • Estimates of 10-year probability of developing a hip or major osteoporotic fracture • Individual patient preferences and context See Recommendation 3b for more details If no treatment If treatment is warranted Commence treatment* and encourage healthy lifestyle (see Recommendation 2) Treatment options include: • Oral alendronate or risedronate (or IV zoledronate if available and preferred) • Consider using SC denosumab, if preferred and suitable for patient See Recommendation 4 for more details If patient is assessed to be at very high risk of fractures, consider anabolic agents as first-line treatment, with specialist input as needed. See Recommendation 5 for more details Patients with current or past fragility fractures of the hip or other major bone sites Make osteoporosis diagnosis See Recommendation 3a for more details Check for secondary causes of osteoporosis, including use of certain medications Initiate treatment If needed, refer to specialist Referral Criteria • CrCl <30 mL/minute • Confirmed or strongly suspected complex secondary osteoporosis • Patients at very high risk of fractures • Patients with good adherence to at least a year of pharmacological treatment who experience fragility fractures or significant continued bone loss • Women with pregnancy- and lactation-associated osteoporosis • Perimenopausal women with osteoporosis, or women with primary ovarian insufficiency/early menopause, for consideration of hormone therapy See Recommendation 6 for more details OSTA, Osteoporosis Self-Assessment Tool for Asians; FRAX, Fracture Risk Assessment Tool; DXA, Dual-energy X-ray Absorptiometry; IV, intravenous; SC, subcutaneous; CrCl, creatinine clearance *Treatment decision-making involves exercising clinical judgement in weighing overall risks and benefits of different management options in individual patient circumstances, and discussing with the patient (including treatment duration). Risk identification for osteoporosis and fragility fractures"
